gen WORST
0 20.0 
1 45.0 
2 49.0 
3 23.0 
4 49.0 
5 28.0 
6 72.0 
7 33.0 
8 60.0 
9 59.0 
10 34.0 
11 31.0 
12 49.0 
13 71.0 
14 56.0 
15 61.0 
16 27.0 
17 37.0 
18 37.0 
19 57.0 
20 49.0 
21 37.0 
22 30.0 
23 34.0 
24 73.0 
25 81.0 
26 43.0 
27 22.0 
28 36.0 
29 83.0 
30 48.0 
31 48.0 
32 46.0 
33 89.0 
34 31.0 
35 55.0 
36 55.0 
37 54.0 
38 41.0 
39 51.0 
40 45.0 
41 35.0 
42 82.0 
43 94.0 
44 72.0 
45 47.0 
46 47.0 
47 53.0 
48 35.0 
49 117.0 
