gen AVG
0 69.9 
1 90.9 
2 93.9 
3 75.2 
4 84.2 
5 91.6 
6 101.4 
7 96.0 
8 69.3 
9 71.7 
10 81.0 
11 102.4 
12 82.4 
13 104.9 
14 84.1 
15 90.5 
16 95.2 
17 94.9 
18 88.8 
19 96.8 
20 88.8 
21 90.3 
22 105.3 
23 87.9 
24 91.8 
25 94.7 
26 77.0 
27 108.7 
28 97.9 
29 76.6 
30 89.7 
31 88.8 
32 89.6 
33 91.7 
34 102.4 
35 82.4 
36 102.3 
37 89.9 
38 83.5 
39 79.5 
40 88.5 
41 111.0 
42 88.4 
43 107.8 
44 92.5 
45 98.4 
46 105.9 
47 81.5 
48 112.5 
49 100.1 
