gen WORST
0 20.0 
1 27.0 
2 40.0 
3 59.0 
4 36.0 
5 43.0 
6 52.0 
7 33.0 
8 20.0 
9 35.0 
10 50.0 
11 5.0 
12 28.0 
13 43.0 
14 43.0 
15 27.0 
16 49.0 
17 62.0 
18 38.0 
19 38.0 
20 34.0 
21 24.0 
22 8.0 
23 29.0 
24 79.0 
25 9.0 
26 48.0 
27 26.0 
28 26.0 
29 43.0 
30 110.0 
31 10.0 
32 30.0 
33 20.0 
34 18.0 
35 28.0 
36 24.0 
37 46.0 
38 10.0 
39 37.0 
40 69.0 
41 21.0 
42 17.0 
43 45.0 
44 115.0 
45 12.0 
46 115.0 
47 95.0 
48 20.0 
49 40.0 
