gen AVG
0 75.1 
1 92.0 
2 74.1 
3 93.5 
4 101.9 
5 113.7 
6 96.6 
7 103.8 
8 106.8 
9 111.4 
10 77.8 
11 96.4 
12 93.1 
13 105.0 
14 79.4 
15 84.7 
16 78.6 
17 91.1 
18 92.0 
19 104.2 
20 99.3 
21 95.2 
22 89.9 
23 82.6 
24 103.3 
25 84.3 
26 101.5 
27 109.0 
28 108.0 
29 93.0 
30 75.8 
31 95.4 
32 109.7 
33 107.4 
34 105.5 
35 91.2 
36 92.2 
37 75.2 
38 103.2 
39 75.2 
40 95.6 
41 93.3 
42 101.7 
43 86.1 
44 113.1 
45 108.5 
46 84.6 
47 106.3 
48 107.9 
49 108.2 
